"Name","Platform","Genre","Publisher","Developer","Rating","Global_Sales","Year_of_Release","Critic_Score","Critic_Count","User_Score","User_Count"
"Legends of Wrestling II","GBA","Fighting","Acclaim Entertainment","Powerhead Games","E","0.07","2002","24","11","3.7","10"
"Genji: Dawn of the Samurai","PS2","Action","Sony Computer Entertainment","Game Republic","M","0.23","2005","74","49","8.3","19"
"Fallout: Brotherhood of Steel","XB","Role-Playing","Avalon Interactive","Interplay","M","0.05","2004","66","33","5.5","23"
"Conflict: Vietnam","PS2","Shooter","SCi","Pivotal Games","M","0.53","2004","58","24","8.1","21"
"Shining Soul II","GBA","Role-Playing","THQ","Grasshopper Manufact","E","0.08","2003","74","18","8.3","9"
"MX 2002 Featuring Ricky Carmichael","PS2","Racing","THQ","Pacific Coast Power","E","0.56","2001","76","17","8.3","9"
"Escape from Bug Island","Wii","Action","Eidos Interactive","Spike","M","0.06","2006","37","13","5","25"
"Astro Boy: The Video Game","Wii","Action","D3Publisher","High Voltage Softwar","E10+","0.11","2009","48","17","3.5","4"
"Looney Tunes: Back in Action","GC","Platform","Warner Bros. Interactive En","Warthog","E","0.17","2003","64","6","5","4"
"Mobile Suit Gundam Seed: Never Ending","PS2","Shooter","Namco Bandai Games","Bec","T","0.06","2004","45","16","7.8","10"
"Call of Duty: Modern Warfare 3","PC","Shooter","Activision","Infinity Ward, Sledg","M","1.72","2011","78","26","2.5","5664"
"Company of Heroes","PC","Strategy","THQ","Relic","M","0.05","2006","93","55","8.8","1128"
"College Hoops 2K8","PS3","Sports","Take-Two Interactive","Visual Concepts","E","0.14","2007","82","18","5.2","6"
"Tom Clancy's EndWar","PS3","Strategy","Ubisoft","Ubisoft Shanghai","T","0.66","2008","76","33","6.6","42"
"Star Wars: The Force Unleashed","DS","Action","LucasArts","n-Space","T","0.88","2008","61","8","5.5","18"
"Fatal Fury: Battle Archives Volume 1","PS2","Fighting","Ignition Entertainment","SNK Playmore","T","0.04","2006","68","22","8.3","4"
"Rock Band 3","Wii","Misc","MTV Games","Backbone Entertainme","T","0.63","2010","91","10","6.9","36"
"Empire Earth II","PC","Strategy","Vivendi Games","Mad Doc Software","T","0.03","2005","79","39","7.1","89"
"STORM: Frontline Nation","PC","Strategy","Unknown","SimBin","E10+","0.01","2011","60","12","7.2","13"
"Just Dance 3","PS3","Misc","Ubisoft","Ubisoft","E10+","0.62","2011","75","5","6","7"
"Rock Band 2","X360","Misc","Electronic Arts","Harmonix Music Syste","T","2.2","2008","92","69","8.3","156"
"Football Manager 2012","PC","Sports","Sega","Sports Interactive","E","1.51","2011","84","45","8","172"
"Need for Speed: Hot Pursuit","PC","Racing","Electronic Arts","Criterion Games","E10+","0.37","2010","86","14","6.7","556"
"The Sims 2","PS2","Simulation","Electronic Arts","Maxis","T","0.81","2005","75","31","4.4","166"
"Madagascar: Escape 2 Africa","PS2","Action","Activision","Toys for Bob","E","0.38","2008","56","4","5.8","6"
"TNA iMPACT: Cross the Line","PSP","Fighting","SouthPeak Games","Point of View","T","0.05","2010","50","6","6.5","4"
"MySims SkyHeroes","X360","Action","Electronic Arts","Behaviour Interactiv","E10+","0.1","2010","56","15","5.5","4"
"Kingdom Hearts: Birth by Sleep","PSP","Role-Playing","Square Enix","Square Enix","E10+","2.06","2010","82","62","8.6","208"
"Wreckless: ThE YaKuza MisSiOns","XB","Racing","Activision","Bunkasha Publishing","T","0.57","2002","74","36","5.2","13"
"NHL 09","PS3","Sports","Electronic Arts","EA Canada","E10+","0.33","2008","88","25","7.7","41"
"Up","PS3","Action","THQ","Heavy Iron Studios","E10+","0.25","2009","65","5","6.5","4"
"Red Faction II","XB","Shooter","THQ","Outrage Games","M","0.12","2003","74","20","5.8","11"
"The Ant Bully","Wii","Platform","Midway Games","Artificial Mind and","E10+","0.09","2006","45","12","1.4","5"
"College Hoops 2K7","X360","Sports","Take-Two Interactive","2K Sports","E","0.21","2006","82","22","8.2","12"
"The Thing","PS2","Adventure","Vivendi Games","Computer Artworks","M","0.44","2002","78","27","7.4","41"
"Superstars V8 Racing","PS3","Racing","Black Bean Games","Milestone S.r.l","E","0.03","2009","66","29","4.9","9"
"Dementium II","DS","Shooter","SouthPeak Games","Renegade Kid","M","0.11","2010","75","25","8.3","31"
"Return to Castle Wolfenstein: Operati","PS2","Shooter","Activision","Raster","M","0.53","2003","66","21","8","23"
"Harry Potter and the Order of the Pho","PSP","Action","Electronic Arts","EA Games","E10+","0.37","2007","52","11","7.6","20"
"Atomic Betty","GBA","Puzzle","Atari","Big Blue Bubble Inc.","E","0.03","2005","62","10","7.5","6"
"Aliens vs Predator","PS3","Shooter","Sega","Rebellion","M","1.04","2010","65","57","7.3","168"
"Wall-E","PC","Platform","THQ","Heavy Iron Studios","E","0.02","2008","58","6","6.8","17"
"World Tour Soccer 2003","PS2","Sports","Sony Computer Entertainment","SCEE London Studio","E","0.14","2002","78","21","8.3","7"
"Binary Domain","X360","Action","Sega","Sega","M","0.19","2012","74","43","8","185"
"Hulk","XB","Action","Universal Interactive","Radical Entertainmen","T","0.33","2003","69","25","7.7","9"
"WWE SmackDown vs. Raw 2009","PS2","Fighting","THQ","Yuke's","T","1.24","2008","78","9","6.9","34"
"Sega Bass Fishing","Wii","Sports","Sega","Cavia Inc.","E","0.5","2008","59","29","6.3","9"
"Killer7","GC","Action","Capcom","Grasshopper Manufact","M","0.15","2005","74","57","8.5","64"
"BIT.TRIP COMPLETE","Wii","Misc","Rising Star Games","Gaijin Games","E","0.09","2011","84","19","8.7","18"
"Etrian Odyssey III: The Drowned City","DS","Role-Playing","Atlus","Atlus","E10+","0.31","2010","77","23","8","21"
"Harvest Moon: Animal Parade","Wii","Simulation","Rising Star Games","Natsume","E","0.73","2008","76","10","8.9","20"
"Bomberman Jetters","GC","Puzzle","Hudson Soft","Hudson","E","0.08","2002","70","21","7.9","10"
"Gun","PS2","Shooter","Activision","Neversoft Entertainm","M","1.17","2005","77","43","8.7","70"
"Call of Duty 3","X360","Shooter","Activision","Treyarch","T","2.7","2006","82","71","6.5","233"
"Legends of Wrestling","XB","Fighting","Acclaim Entertainment","Acclaim","T","0.14","2002","65","10","5.8","4"
"Doom","GBA","Shooter","Activision","David A. Palmer Prod","T","0.14","2001","81","24","8.5","15"
"XIII","PS2","Shooter","Ubisoft","Ubisoft Paris","M","0.57","2003","73","37","8.6","35"
"MotoGP","XB","Racing","THQ","Climax Group","E","0.09","2002","84","18","8.4","16"
"Aedis Eclipse: Generation of Chaos","PSP","Role-Playing","Idea Factory","Neverland, Idea Fact","E10+","0.02","2006","62","20","6.5","11"
"Brandish: The Dark Revenant","PSP","Role-Playing","Falcom Corporation","Falcom","T","0.02","2009","78","9","8.3","12"
"Race Driver 2006","PSP","Racing","Codemasters","Sumo Digital","T","0.03","2006","81","16","8.5","6"
"Commandos: Strike Force","PS2","Shooter","Eidos Interactive","Pyro Studios","T","0.06","2006","58","26","8.5","11"
"Child of Eden","PS3","Shooter","Ubisoft","Q Entertainment","E10+","0.22","2011","81","21","7.8","25"
"Ben 10: Protector of Earth","PSP","Action","D3Publisher","High Voltage Softwar","E10+","0.71","2007","60","4","7.2","23"
"Pac-Man World 3","GC","Platform","Namco Bandai Games","Blitz Games","E","0.09","2005","66","17","7.3","10"
"Trace Memory","DS","Adventure","Nintendo","Cing","T","0.29","2005","70","51","8.1","42"
"WWE Day of Reckoning","GC","Fighting","THQ","Yuke's","T","0.45","2004","79","47","9.1","81"
"Bounty Hounds","PSP","Action","Namco Bandai Games","Xpec","T","0.03","2006","63","14","6","7"
"Iron Man","PS3","Action","Sega","Secret Level","T","0.68","2008","42","27","6.2","45"
"Marvel Nemesis: Rise of the Imperfect","XB","Fighting","Electronic Arts","EA Canada, Nihilisti","T","0.28","2005","58","34","7.5","20"
"Spec Ops: The Line","X360","Shooter","Take-Two Interactive","Yager","M","0.42","2012","76","59","8.2","319"
"Resident Evil 3: Nemesis","GC","Action","Capcom","Capcom","M","0.08","2003","62","14","8.3","44"
"FlatOut","PS2","Racing","Empire Interactive","Bugbear","T","0.38","2004","70","30","8.5","16"
"Worms: Open Warfare 2","DS","Strategy","THQ","Team 17, Two Tribes","E10+","0.35","2007","81","25","9.1","22"
"Capcom Digital Collection","X360","Action","Capcom","Capcom","T","0.02","2012","65","11","5.3","4"
"NFL Blitz 20-02","PS2","Sports","Midway Games","Midway","E","0.28","2002","76","22","8.9","15"
"The Cursed Crusade","PS3","Action","DTP Entertainment","Kylotonn","M","0.17","2011","45","17","5","26"
"Trivial Pursuit unhinged","XB","Misc","Atari","Artech Studios","T","0.09","2004","58","10","8","4"
"Call of Duty: Black Ops II","X360","Shooter","Activision","Treyarch","M","13.67","2012","83","73","4.8","2256"
"Soul Bubbles","DS","Puzzle","Eidos Interactive","Mekensleep","E","0.08","2008","78","33","8","22"
"Sega Superstars Tennis","X360","Sports","Sega","Sumo Digital","E10+","2.89","2008","67","45","6.8","18"
"Bladestorm: The Hundred Years' War","X360","Action","Tecmo Koei","Omega Force","T","0.09","2007","63","26","6.8","16"
"Steambot Chronicles: Battle Tournamen","PSP","Fighting","Irem Software Engineering","Irem","E10+","0.06","2008","54","14","6.3","8"
"Silent Hill 2: Restless Dreams","XB","Action","Konami Digital Entertainmen","KCET","M","0.28","2001","84","23","8.3","39"
"SoulCalibur II","GC","Fighting","Namco Bandai Games","Namco","T","1.5","2003","93","45","9.1","135"
"Transworld Snowboarding","XB","Sports","Atari","Housemarque","T","0.09","2002","74","14","9.2","14"
"Heatseeker","Wii","Action","Codemasters","IR Gurus","T","0.1","2007","62","25","6.2","32"
"Half-Minute Hero","PSP","Role-Playing","Rising Star Games","Opus","E10+","0.18","2009","84","41","7.8","38"
"Metroid Prime Hunters","DS","Shooter","Nintendo","Nintendo","T","0.76","2006","85","54","8","188"
"MetropolisMania","PS2","Strategy","Natsume","Indi","T","0.09","2001","63","5","7.1","16"
"Siren: Blood Curse","PS3","Action","Sony Computer Entertainment","SCE Japan Studio","M","0.27","2008","78","42","8.1","87"
"All-Star Baseball 2002","GC","Sports","Acclaim Entertainment","Acclaim","E","0.22","2001","66","17","5.6","9"
"Legendary","X360","Shooter","Atari","Spark Unlimited","M","0.26","2008","47","39","7.1","87"
"Sid Meier's Civilization V","PC","Strategy","Take-Two Interactive","Firaxis Games","E10+","1.68","2010","90","70","7.9","2280"
"Dead Space","PC","Action","Electronic Arts","EA Redwood Shores","M","0.59","2008","86","28","8","1093"
"X-Blades","X360","Action","SouthPeak Games","Gaijin Entertainment","M","0.14","2009","50","39","5.4","14"
"The Sims: Bustin' Out","PS2","Simulation","Electronic Arts","Maxis","T","2.43","2003","81","26","8.4","42"
"The Sims: Superstar","PC","Simulation","Electronic Arts","Maxis","T","1.68","2003","79","20","8.2","25"
"Thief: Deadly Shadows","XB","Action","Eidos Interactive","Ion Storm","M","0.17","2004","82","61","7.3","12"
"RACE On","PC","Racing","bitComposer Games","SimBin","E","0.03","2009","73","14","8.2","20"
"Marvel: Ultimate Alliance 2","X360","Role-Playing","Activision","Vicarious Visions","T","0.9","2009","73","75","7.3","82"
"Dragon Quest IV: Chapters of the Chos","DS","Role-Playing","Square Enix","ArtePiazza","E10+","1.62","2007","80","44","7.9","50"
"UFC 2009 Undisputed","PS3","Fighting","THQ","THQ","T","1.76","2009","84","58","8.1","47"
"Smart Bomb","PSP","Puzzle","Eidos Interactive","Core Design Ltd.","E10+","0.08","2005","45","19","5.4","5"
"Wing Commander: Prophecy","GBA","Simulation","Destination Software, Inc","Raylight Studios","T","0.05","2003","70","8","8.3","7"
"Hot Shots Golf: Open Tee","PSP","Sports","Sony Computer Entertainment","Clap Hanz","E10+","1.96","2004","81","57","8.7","34"
"World Series Baseball","XB","Sports","Sega","Blueshift","E","0.23","2002","85","20","8.8","6"
"Combat: Task Force 121","XB","Shooter","Zoo Digital Publishing","Direct Action Games","M","0.07","2005","44","9","8.5","4"
"Final Fantasy XIII-2","X360","Role-Playing","Square Enix","Square Enix","T","0.73","2011","79","50","6.3","268"
"Aliens vs Predator","PC","Shooter","Sega","Rebellion","M","0.19","2010","68","35","7.4","985"
"NCAA March Madness 06","PS2","Sports","Electronic Arts","EA Canada","E","0.53","2005","78","19","9.1","13"
"Sonic Riders: Zero Gravity","Wii","Racing","Sega","Sonic Team","E","0.91","2008","56","26","8.1","57"
"UFC 2009 Undisputed","X360","Fighting","THQ","Yuke's","T","2.06","2009","83","68","7.9","51"
"Farming Simulator 2013","PC","Simulation","Focus Home Interactive","Giants Software","E","0.96","2012","65","12","7.5","111"
"Teenage Mutant Ninja Turtles","GBA","Action","Unknown","Konami","E","0.93","2003","71","16","8.8","8"
"F.E.A.R. 2: Project Origin","X360","Shooter","Warner Bros. Interactive En","Monolith Productions","M","0.52","2009","77","68","8","114"
"LEGO Indiana Jones 2: The Adventure C","PC","Action","Activision","Traveller's Tales","E10+","0.05","2009","66","13","8","19"
"Thor: God of Thunder","PS3","Action","Sega","Liquid Entertainment","T","0.14","2011","39","35","4.4","19"
"Need for Speed Carbon: Own the City","DS","Racing","Electronic Arts","Exient Entertainment","E","0.2","2006","70","6","7.5","15"
"Devil May Cry HD Collection","X360","Action","Capcom","Capcom, Pipeworks So","M","0.43","2012","77","32","8.4","93"
"Need For Speed: Undercover","PC","Racing","Electronic Arts","EA Black Box","T","0.08","2008","65","18","4.9","231"
"The Sims 3","DS","Simulation","Electronic Arts","Exient Entertainment","E","0.67","2010","73","9","6.4","20"
"King of Fighters: Maximum Impact","PS2","Fighting","Ignition Entertainment","SNK Playmore","T","0.26","2004","64","45","6.9","12"
"Crash Nitro Kart","GC","Racing","Vivendi Games","Vicarious Visions","E","0.26","2003","66","10","7.4","8"
"Bleach: Dark Souls","DS","Fighting","Sega","Treasure","T","0.15","2007","82","28","7.9","14"
"Oddworld: Munch's Oddysee","GBA","Platform","THQ","Art","E","0.06","2003","44","15","2.5","4"
"Warriors Orochi 2","PSP","Action","Tecmo Koei","Omega Force","T","0.29","2008","56","14","7.5","4"
"Mario Power Tennis","GC","Sports","Nintendo","Camelot Software Pla","E","1.22","2004","80","43","8.5","48"
"Guitar Hero: Van Halen","X360","Misc","Activision","Neversoft Entertainm","T","0.29","2009","57","34","5.8","17"
"NHL 2004","XB","Sports","Electronic Arts","EA Black Box","E","0.18","2003","85","21","6.5","31"
"Thrillville: Off the Rails","PS2","Strategy","LucasArts","Frontier Development","E10+","0.42","2007","70","11","1.7","30"
"Cars: Race-O-Rama","X360","Racing","THQ","Incinerator Games","E","0.15","2009","54","8","5.8","5"
"Praetorians","PC","Strategy","Eidos Interactive","Pyro Studios","T","0.04","2003","78","23","8.2","38"
"Up","X360","Action","THQ","Heavy Iron Studios","E10+","0.29","2009","61","18","6.8","6"
"SplashDown: Rides Gone Wild","PS2","Racing","THQ","Rainbow Studios","E","0.5","2003","80","25","8.7","16"
"L.A. Rush","XB","Racing","Midway Games","Midway","T","0.14","2005","59","36","3","4"
"Call of Duty: Modern Warfare 2","X360","Shooter","Activision","Infinity Ward","M","13.47","2009","94","100","6.3","2698"
"Dance Dance Revolution Ultramix 3","XB","Simulation","Konami Digital Entertainmen","Konami","E10+","0.38","2005","75","16","8.6","8"
"Need for Speed Carbon: Own the City","PSP","Racing","Electronic Arts","EA Canada","E10+","2.42","2006","73","14","7.9","39"
"FIFA Street","XB","Sports","Electronic Arts","EA Canada","E","0.1","2005","60","21","8","9"
"Madden NFL 2003","PS2","Sports","Electronic Arts","EA Sports","E","4.14","2002","95","25","7.7","65"
"Okage: Shadow King","PS2","Role-Playing","Sony Computer Entertainment","Zener Works","T","0.36","2001","70","23","8.5","14"
"Madden NFL 10","PS3","Sports","Electronic Arts","EA Tiburon","E","2.37","2009","85","41","6.8","58"
"Dante's Inferno","PS3","Action","Electronic Arts","Visceral Games","M","1.08","2010","75","69","7.5","265"
"Tactics Ogre: The Knight of Lodis","GBA","Role-Playing","Nintendo","Quest","E","0.5","2001","88","20","9.1","26"
"Dance Dance Revolution: Hottest Party","Wii","Simulation","Konami Digital Entertainmen","Konami","E10+","2.07","2007","73","16","7.1","27"
"Tiger Woods PGA Tour 07","PS2","Sports","Electronic Arts","EA Redwood Shores","E","0.72","2006","79","33","6","8"
"50 Cent: Bulletproof","PS2","Action","Vivendi Games","Genuine Games","M","1.77","2005","47","21","6.6","129"
"Shrek the Third","PS2","Action","Activision","Amaze Entertainment","E10+","0.48","2007","56","18","6.1","9"
"Sacred 2: Fallen Angel","PS3","Role-Playing","Deep Silver","Ascaron Entertainmen","M","0.61","2009","70","45","7.1","51"
"Family Feud: 2012 Edition","X360","Misc","Ubisoft","Ubisoft","E10+","0.1","2011","47","4","5.3","6"
"Blazing Angels: Squadrons of WWII","X360","Simulation","Ubisoft","Ubisoft","T","0.42","2006","66","58","7.9","53"
"Pure Futbol","PS3","Sports","Ubisoft","Ubisoft Vancouver","E","0.24","2010","46","12","7.5","30"
"NBA 2K12","X360","Sports","Take-Two Interactive","Visual Concepts","E","2.62","2011","90","42","7.7","134"
"Body and Brain Connection","X360","Misc","Namco Bandai Games","Namco Bandai Games","E","0.2","2010","57","33","4.8","4"
"Overlord: Dark Legend","Wii","Action","Codemasters","Climax Group","T","0.37","2009","68","30","7.9","15"
"American Idol","PS2","Misc","Codemasters","Hothouse Creations","E","0.55","2003","41","14","4.8","12"
"MotoGP","Wii","Racing","Capcom","Milestone S.r.l","E","0.18","2009","44","10","5.4","11"
"SOCOM 4: U.S. Navy SEALs","PS3","Shooter","Sony Computer Entertainment","Zipper Interactive","M","0.89","2011","67","64","6.3","121"
